subject	task_experience_response	task_experience_other_response	open_ended_feedback_response
5cc4969c3b1b1c0018f9da36	No	NA	NA
5cc8039e3ef93000171c96b8	No	NA	NA
5cc93ce7627fc30013fc22aa	No	NA	NA
5cdfb7d5ed552600019dc9f3	No	NA	NA
5cec60a0de266200191eb2c9	No	NA	NA
5cef892f0c5fb30018fbdfbe	No	NA	I have Long Covid with cognitive effects that affect attention, I don't know if that's relevant to whether my data is admissible. Thank you
5cf510ccb0bafb00161ffd56	No	NA	NA
5d013b6597491100014a4fca	No	NA	NA
5d02e8a7c087120001942ae7	No	NA	When answering my review on what ear the sound I heard and what hand I used to press. There was only one option to answe. During the sounding I mostly heard the sound from my left ear. When choosing an option, all the time I used y right hand.
5d09895e65eb3400189cc207	No	NA	NA
5d09d2a3fcc453001981ee4e	No	NA	NA
5d0a831fac01cb001c691cb1	No	NA	NA
5d0bff3d9599aa001a256b15	No	NA	NA
5d1426c8efc9c20001495f2f	No	NA	NA
5d15fedfa8eae10015738ed7	No	NA	NA
5d1652ba768bdf000154e37d	No	NA	NA
5d166f8340218700169a0814	No	NA	NA
5d171334b49a4a0001e8aca4	No	NA	NA
5d17c7644700940015463ef1	No	NA	NA
5d17ce93ac37cd0019535088	No	NA	NA
5d19281012e152001920227f	No	NA	NA
5d1a21a834dc47000196b3fd	No	NA	NA
5d1c92bc5f54410001ef8f0c	No	NA	NA
5d206e075278fa001848134d	No	NA	NA
5d278e6a6f7c660019b56196	No	NA	NA
5d29187bd96c80001769ec41	No	NA	None
5d2de4db914b6e001877da8f	No	NA	NA
5d2f7fb4bb27200019010768	No	NA	no
5d30752a0334500019f10720	No	NA	NA
5d30ec10a5c3c900194c5d12	No	NA	NA
5d3afd98bea4e90019c67c9f	No	NA	NA
5d4254db5b2c430001418a3c	No	NA	NA
5d432a9dfc19f8001a2964e7	No	NA	NA
5d46daa91274770001916403	No	NA	NA
5d4a36e8a61675000169036f	No	NA	NA
5d4a41890e604c00011ade8b	No	NA	NA
5d4c394a090b51001a1775fe	No	NA	NA
5d4ca16427393e0001161cb2	No	NA	nice task
5d55d562e04e1c0001f5e682	No	NA	underpaying
5d59b01348766d0016949e6a	No	NA	NA
5d5d13312a28f400015a5b6f	No	NA	I would like to know what this study was about and what is the outcome of the research, if possible.
5d5d6e95909e4c0001b12fe8	No	NA	NA
5d5e39bd7427d30001d610ba	No	NA	NA
5d5e4baff521f100166c5d3a	No	NA	NA
5d612ae16512d700159face7	No	NA	Thank you!
5d62886927a84f00010fbbb4	No	NA	The square/rectangle task was very challenging, the sound task was much less so.
5d6472c63ca9fc00153d2ba4	No	NA	I really wish I finished college
5d66b39acb411d00170f69d6	No	NA	NA
5d6ab68809f9270001dac666	No	NA	NA
5d6eb94fb861b60001e7760c	No	NA	NA
5d728c6f1c91d40001a4b6ad	No	NA	NA
5d7695cc7ae60f001bc4bde6	No	NA	NA
5d7e1d2db5bd580017d11cec	No	NA	NA
5d8125f63d05eb0001731115	Yes	NA	NA
5d849ee0a954540019f513dd	No	NA	the study was too long for pay offered
5d89435aa8e8120018a4e202	No	NA	NA
5d8a2b0f887a21001543980f	No	NA	NA
5d8a797185a7f1001a27c3cf	Not sure (please explain):	i have done the tone identification before	NA
5d8a9a8714087d001898dbbf	No	NA	NA
5d91daf3704e790018f47229	No	NA	NA
5d93c8c883e2470018a4f853	No	NA	NA
5d959fdf9cf6ab001982afee	No	NA	NA
5da179412996110016d853d5	No	NA	NA
5da3865a7f1f7d001005f581	No	NA	NA
5db061b0f876e1001620e2ee	No	NA	NA
5db16ce33990ed0014564873	No	NA	NA
5db41a3f9ca75a000b71110c	No	NA	NA
5db853720f6ebd000ba94ed8	No	NA	NA
5dbbfa90c486791b1bd03292	No	NA	NA
5dc52848b63adf3bbb43f869	No	NA	NA
5dc61a4e1173bb4786278f33	No	NA	none
5dcb6fb005be6f8311d7e836	No	NA	NA
5dcc836b6a24b5912d7c33f4	No	NA	So confusing playing two sounds at once!
5dcefcd0307b8d05031d7264	Yes	NA	NA
5dcfc4a09595a10cd3ef3e59	No	NA	NA
5dd2e29b2c5c102e6454227a	No	NA	With the sound, there were a few times my subconcious chose a sound my concious mind did not hear.
5dd3e3cd5daaa63c5fdb7bb8	No	NA	NA
5dd3f2988f45b93cd7da62d3	No	NA	NA
5dd48444dd9a7447d224cc71	No	NA	None
5dd72efa82569a6d38e06854	No	NA	NA
5dd742a140460e6e2b707d58	No	NA	NA
5dda7e609d9e309e55d8eeb2	No	NA	NA
5ddc3d39fce606ba6f9e1fa4	No	NA	NA
5ddd7db419eecbce5c2dbc6f	No	NA	NA
5de260b9553cee28d97b058d	No	NA	NA
5de4eec72cf204481c6e5c1e	No	NA	NA
5de5a131676a6d531c75b6ab	No	NA	Sometimes when i pressed space, the page would not change. I would need to spam the spacebar for a minute for it to proceed to the next page.
5de8734b44b3127e513ae247	No	NA	NA
5de8bc74553cee8280a7dd84	No	NA	NA
5dea9f92c3aca11bffec8b7e	No	NA	NA
5ded38c39f631c3f7601388f	No	NA	NA
5dee72917309b950e5262f3a	No	NA	NA
5df15288b1fb0506c5fc6afb	No	NA	NA
5df8dfbb9b92b164c645b5b5	No	NA	NA
5dfac1ba83907981767ce907	No	NA	NA
5dfc64647adf4b971f329cbf	No	NA	NA
5e03f8517f08edece67a3137	No	NA	NA
5e126c25a98a7a8fab258f14	No	NA	Thank you!
5e13859753e8469d270982c0	No	NA	NA
5e14f72f557425b04528df9a	No	NA	No issues. Thanks
5e1582d9805a30b7d0c8b9c7	No	NA	NA
5e15da8a805a30bcd2ed796d	No	NA	I'm left-handed!
5e185c397eeb87000d989683	No	NA	No
5e1878b9a3d56c151399af37	No	NA	NA
5e1cf0cfdc1a170855fd89c2	No	NA	The last section was difficult but a good challenge
5e212f851bad6c42f4faeece	No	NA	NA
5e24e9e7adb5b7773faa4522	No	NA	Really helpful having the example prior to commencing
5e26f291ab132b92d1bb6544	No	NA	NA
5e282e43266894a3e79a6eaa	No	NA	NA
5e29d82712b2f8029e117f2b	No	NA	Interesting study and a nice length, the white background hurts my eyes a bit when focusing on it for so long. but other than that, thanks!
5e2ef776425d8601c43079f2	No	NA	NA
5e2ef88b30c15c000bbfae06	No	NA	NA
5e30492697a58001749fce6b	No	NA	NA
5e30f51461ac040fd0d1b266	No	NA	NA
5e3760815bfa436fd256b2e9	No	NA	Thank you
5e3db8f9456974000afeb855	No	NA	NA
5e3ddcf95556b204cb143eab	No	NA	NA
5e405a1cfce14d29997364da	No	NA	NA
5e40c6d2aa21c630069197ea	No	NA	NA
5e41723aade7c2000b4c14f8	No	NA	NA
5e4192083514ba02bc057574	No	NA	spacebar didnt always work to move on to the question which was frustrating
5e42d790c1742f000c1e2a9b	No	NA	NA
5e437d7404eaba215eafbd2a	No	NA	NA
5e45477286e27102354a420b	No	NA	NA
5e456129f5b428000b5b0f81	No	NA	NA
5e5291ff6c3d7d2a79ec869e	No	NA	NA
5e533e9d1ffa373595a2bcfb	No	NA	The webpages in between the tasks were broken (failed to load), but I managed to complete the tasks anyway.
5e5578c220b63957aeea65dd	No	NA	NA
5e5c58012272eb4328419f08	No	NA	NA
5e5fe64a8278d103d35cac54	No	NA	NA
5e60db57fdef8001c1fdc6f7	No	NA	NA
5e641dcaef80c61af57629c3	No	NA	NA
5e6bb512e18e0d03e89a7831	No	NA	I timed out but I worked hard to try and get this done, despite having a medical emergency halfway through and having to deal with that and returning to this. I tried my best and am in desperate need to that money.
5e6d7b0421be18343d8bc4a9	No	NA	NA
5e6de0ab9e71d4392921839b	No	NA	2nd expermient moves fast
5e730aa954a7b42617d99c5a	No	NA	NA
5e7902515312ee4a99c22e53	No	NA	NA
5e7987df47422a5443426cd7	No	NA	NA
5e7e846a89a21d55d5e77411	No	NA	NA
5e80b2ad6f603400087d0611	No	NA	very complicated the first part as the figures were showing very fast
5e836a3c2598d409928dae31	No	NA	This was tricky! Actually pretty fun though - would be interested in doing more """"iterations"""" of stuff like this
5e84bd7c34d5d9072128fac1	No	NA	NA
5e872f5b3a32c337ba65aa68	No	NA	NA
5e88288b0a0d8f4ad029f6e3	No	NA	NA
5e8caf1b063693041f6ac524	No	NA	NA
5e8f1eb6bb578701f190229b	No	NA	NA
5e8f4b597ec957073a4ea143	No	NA	NA
5e905888b3f91e367d4b555f	No	NA	NA
5e92a1a4fc57e20f92eef47f	No	NA	NA
5e937e8e4d246b6b4162ae72	No	NA	I can't think of anything.
5e9847daec534b03f4769cab	No	NA	NA
5e98ce846515431026d195c6	No	NA	NA
5e9a753ccc244610ac6b0d87	No	NA	Great survey! Thanks!
5e9b9eaee0e30b0b27983c50	No	NA	NA
5e9f31ca9b0a040704ee0bad	No	NA	NA
5e9f324c7a996d0aa2ff651e	No	NA	I'm selectively ambidextrous, I usually operate my computer with my left but most other things with my right hand.
5ea043f2618bcf041cb4c245	No	NA	yes I definately felt more in control using my right hand. my left side felt like i pressed a few times which i shouldnt have. more of an inpulse action. great survey thanks.
5ea556346fe116549c336fc9	No	NA	NA
5ea63190173fb765f87a89a8	No	NA	NA
5ea848facb20c326fa2679bb	No	NA	NA
5ea8c2580e5ed332ad771cb7	No	NA	NA
5ea92954ef7ece00096faf5a	No	NA	NA
5ea95ca4936cd3035f7e3e3a	No	NA	NA
5ea9cb32040c211222bcbb69	No	NA	3
5ea9f6b340571b17901e6949	No	NA	n/a
5eaab7bc385332016e089dda	No	NA	NA
5eaecb0824839e59ed3523eb	No	NA	NA
5eb1d84a32ae1d128f1fc7ba	No	NA	NA
5eb2134abde80d38a869a0a3	No	NA	NA
5eb32b8adc8fc511560fca82	No	NA	NA
5eb400dfeb119a1f67e22297	No	NA	NA
5eb4909c2f46f82f9280a49b	No	NA	NA
5eb8ff91a1bdb386c80cd7ea	No	NA	NA
5ebed2706c113a28c66ad396	No	NA	NA
5ec06f59c4ceb1481f225bbd	No	NA	NA
5ec2142f6e98202af3300059	No	NA	NA
5ec359a0e7928519b8cf64af	No	NA	NA
5ec3f8bde69a92288ec450af	No	NA	NA
5ec441b77b846b31db2d328a	No	NA	NA
5ec4a156bc5aac3819ac52f2	No	NA	NA
5ec53ac5db44d64b617c1b97	No	NA	NA
5ec599168c7fa65cabe8b5c7	No	NA	NA
5ec5a64c306f255ec98d5cc1	No	NA	NA
5ec62902bb44c16b842128f9	No	NA	NA
5ec6df52f52d1111598b1221	No	NA	No
5ec6f9a4ce75e2141fb9d957	No	NA	NA
5ecb6acd10d2c36e6124c9bd	No	NA	NA
5ecc5d22a5e08e45bf551927	No	NA	NA
5ece0f3693c34518cb5cbef5	No	NA	I had a technical issue the first time I tried to complete this study and quit out of it which resulted in it automatically submitting the study even though I got stuck trying to get to the practice run. I opened the study again to try again in case it was just a glitch that time and this time made it through the whole study. Not sure if this will be able to be saved after the first try where I had to quit out due to the technical issue.
5ece8e8cfe7304272dc17551	No	NA	NA
5ecf82c4e84c2d01e7ba2f7a	No	NA	NA
5ed1cd25eb6dc1122dbd700f	No	NA	NA
5ed2bdf295ed8f251d614b21	No	NA	NA
5ed3f7a0f387a109b6580537	No	NA	n/a
5ed3f7c5c739ce0a04ce3df5	No	NA	NA
5ed40545225e613ba9f16b57	No	NA	I found this very interesting how the more you think about the sounds the more you can focus on overlapping words and the first part was interesting too
5ed543442db0060a955d12e1	No	NA	NA
5edbf6a29a8d508920c14f6c	No	NA	NA
5ee00b8630f30b34f2a5dc1c	No	NA	NA
5ee167bb5b9407188fc9f15f	No	NA	NA
5ee1be444c9d75206ce5aa92	No	NA	NA
5ee232f2b970662cfa352567	No	NA	NA
5ee5483b1dfa3b0ded826eee	No	NA	NA
5ee62007551db1034cb9696a	No	NA	NA
5ee6be54321536000905346a	No	NA	NA
5ee7b0a316b7d10662171450	No	NA	none, thanks!
5ee811d6f82aa71171ed4d83	No	NA	NA
5ee93ab8a93d8b15baf72fc5	No	NA	NA
5ee9e9c1496265000a792544	No	NA	NA
5eea49c09e6f8711b4cdf3bb	No	NA	NA
5eeaa8ee94a7f8046a02a20d	No	NA	NA
5eeaff28cf5da71d691ef212	No	NA	NA
5eecd2e3a38fd009dd9d1f3d	Yes	Done the sound part for sure, can't recall if done the shapes.	NA
5eee761287fdd331fc618449	No	NA	NA
5eee7e5812de8e32ecde556c	No	NA	NA
5ef23630f2d2bf0589880921	No	NA	NA
5ef246c6d2b9060809858e7e	No	NA	NA
5efa98dd74af25000cdbbf43	No	NA	NA
5efb022116108c000a66a141	No	NA	NA
5efb31fa8cd32f04bf048643	No	NA	NA
5efb49177e130c0785b93842	No	NA	NA
5efb4cfd797e7108c3823ae5	No	NA	NA
5efca9b3026506070acda120	No	NA	in reference to the last task of the experiment I find it harder to do nothing instead of hitting a button for example if you don't see squares or rectangular shapes, it hard to get into a flow.
5efcd984f7176d0e6a59dd17	Yes	NA	NA
5efcdcfeaead790f210c3181	Yes	NA	NA
5efd3f03dbefb617cf28b12e	No	NA	NA
5efef32a88bb6a01c8087591	No	NA	NA
5f0576c2b5b074000a8664cc	No	NA	NA
5f05b6a83c0c4206b334458a	No	NA	NA
5f07d4c092ba8742ace3d2de	No	NA	NA
5f08d7adb7990e14b0a2b4a2	No	NA	NA
5f0a14c3d362030c483654a3	No	NA	NA
5f0a7dec44c42c19a6c9f6d9	No	NA	no
5f0bcb67acb8844f8a226f2b	No	NA	NA
5f0e9896f5e4e11e12c8f5ac	No	NA	NA
5f0fba550d4c1304aa069f1d	No	NA	NA
5f105b47d36c8701ec112317	No	NA	NA
5f110f4591d25946c7df1b87	No	NA	That was much more difficult then i thought it would be, definitely got rectangles and diamonds mixed up
5f117601aeef1d5095578b01	No	NA	NA
5f11eb333c6e2c0df5b92270	No	NA	NA
5f178176fd9dc510cad21a86	No	NA	NA
5f1b775a104d42375a677b15	No	NA	I am ambidextrous, but did not know this until I was 22.
5f1c0a9e47a90a000ad55e2c	No	NA	NA
5f1c0b2946a0aa454dd5ee2c	No	NA	NA
5f1dc8e9a351ad07a95854c1	No	NA	NA
5f20c7843957f61f62c58bb6	No	NA	NA
5f218ec7604e35564a7ea1ea	No	NA	Had no issues. Thanks!
5f240054aa2111204f231a51	No	NA	NA
5f2788ddf5b51d1407d074b5	No	NA	NA
5f2ef53d7729c52ae63230a2	No	NA	NA
5f3077924fd8214dc6684e55	No	NA	NA
5f36767024b51d0277f24582	No	NA	NA
5f3b033d78bf3c202a84aeb6	No	NA	NA
5f3bd56999a44d9324b76ddb	No	NA	n/a
5f3c2648a9ef86a4c10de377	No	NA	NA
5f3c5d4c9168ccad270ddb36	No	NA	NA
5f3d18ef9b85490197cc41fb	No	NA	NA
5f3d6f7010ad88124f3906e2	No	NA	NA
5f44ed0e7f545e029071c4e8	No	NA	NA
5f4a835e9e84256238129995	No	NA	NA
5f4c49b249b99c1462dd2640	No	NA	NA
5f4c9e74da9c148b0d42ecbd	No	NA	Picture guidance may help
5f4dc319c9fb1509b77d8b84	No	NA	NA
5f4e58804562c701d08b08d2	No	NA	no
5f4eb6d4b6f7400f5bffa97f	No	NA	NA
5f4f5d2da7606a000ab233c9	No	NA	Thank you.
