subject	task_experience_response	task_experience_other_response	open_ended_feedback_response
5e8a69c836bc63718a82cb90	No	NA	NA
5eae37af3ac6885048af8db3	No	NA	NA
5ed53833cb34a1098e5e2bce	No	NA	NA
5efaffccf90911000c95a3cb	No	NA	NA
5f14606495f8a710716e860e	No	NA	it was very difficult to see the shapes
5f18a43ed0b0db0b6f0fc067	No	NA	NA
5f3aff819bf5ad209a13d568	No	NA	NA
5f4d3cb5fdda0b2c403fb801	No	NA	NA
5f877e0715f8781a0c7c3ab8	No	NA	NA
5f95a44920f542417f4263cb	No	NA	NA
5f974c72a0ed8c0f9ce724ea	No	NA	NA
5f9fb315ae6f085ff96c0cac	No	NA	NA
5fa8300f0967d163ec3c05c3	No	NA	NA
5fd7782dee03dc08d3f3f491	No	NA	Thanks for the fun study
5fea7e34e1506a5df25419ec	No	NA	NA
5ff0e3319cc6b3ff560a1d4d	No	NA	NA
600c3219a434df2de6427feb	No	NA	NA
605794cd71c6264c6798181b	No	NA	NA
608f2aa883599160c8b87a79	No	NA	NA
609be3207792bc09e989b7e0	No	NA	NA
60a8343c2e4dd727c4833eb6	No	NA	NA
60ce9fa3d9f9a088647a62ba	No	NA	maybe give a little countdown before the first one or have to press space again after the instructions
60dfc07ddcd24dcc266d8690	No	NA	Accidentally pressed """"/"""" on one of the """"/"""" tasks.
60fcc58f020a0d9d03ce0e2e	No	NA	NA
60fec21e36a05990cfa8a715	No	NA	NA
60fef6813613ab668c778a8a	No	NA	NA
60ff18bdffbecdc08f0ff60f	No	NA	NA
6102f78ac1791768db58ed54	No	NA	NA
6104b1c50f6057c1d8a6e3a6	No	NA	there was a little delay to move onto the second half of the task, maybe a tech issue?
6108bb33c59f5718fbf341e5	No	NA	NA
6109f35a1b748c0a8876d117	Yes	NA	NA
6110bd9e993f6fa5560b68f5	No	NA	NA
6110d7f556da416401efdd5f	No	NA	No
61114b774f9199a8f8f75de2	No	NA	NA
61116b7ba2ada479c60a86e7	No	NA	NA
611195657110219178aa70e1	No	NA	NA
6112dba8e2eb90519a46e6cf	No	NA	NA
611f123e92042b11d0b1ef8d	No	NA	NA
61281debe85082cc937dd9ae	No	NA	NA
612d20ea1043719545f90f62	No	NA	NA
613909e5cf0d18ff1e3162a9	No	NA	NA
6155d24e3306f96464879b38	No	NA	NA
628f0d7e3055b5d1887916c5	No	NA	NA
6297b5dba0b83527c9907832	No	NA	NA
62a33f5217536a32157d874e	No	NA	NA
62b9b95e108fbc4df78a2956	No	NA	NA
62b9cf42a63194f71fc0a393	No	NA	NA
62e29cbc8c0f3271aae4d7bf	No	NA	NA
62ec219e5f3634408fb35580	No	NA	No
62f58a7129fb13cf46a08ae0	No	NA	NA
630345dd92f26599c777a5fc	No	NA	I'm going crosseyed
6307a60f9142d2c42021840d	No	NA	NA
630ab689392291ba70d7fd3d	No	NA	NA
630c1ad62af2905fb5bb3d1d	No	NA	This was neat.
63106ea4e8fe9c6cd32bf358	No	NA	NA
631b593a9bb21bb86ea260a7	No	NA	NA
631fc3e54c3c0515402fdd17	No	NA	NA
632436c12617a96bb55a2ca8	No	NA	NA
6339759d40c0cfec41fac4cb	No	NA	N/A
633d9eb9721ed1d1b6df11af	Yes	Owen	NA
6350714b7f29a002b46db87a	No	NA	NA
636162be3bacd9edefc8d894	No	NA	Interactive study, shows ambidextrious prowess.
63616c4bc6ecb76a9f0a5f21	No	NA	this was a fun experiment. I enjoyed testing my reaction time. it would be interesting to know which hand I did better with.
