subject	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	duration_s	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	exclude_long_duration	exclude	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response
55beec67fdf99b6b670922f8	slash	87.5	87.5	50	96.875	96.875	93.75	96.875	100	482	548	587.5	639.5	575.5	584.325	0	0	0	0	0	0	-25	-25	-25	-25	-100	36	US	Male	16	White	No	No	NA	NA
55c43918fdf99b080551e044	slash	97.5	95	96.875	96.09375	100	100	87.5	96.875	625.5	625	667.5	617.5	631.5	761.609	0	0	0	0	0	0	25	25	25	25	100	34	US	Male	14	Asian	No	No	NA	NA
55c82012fdf99b02adc2a36e	z	87.5	90	96.875	86.71875	93.75	93.75	75	84.375	727	690	908.5	813.5	764	1341.884	0	0	0	0	0	0	25	25	25	25	100	38	US	Female	16	White	No	No	NA	NA
55ea70c37480920010aa9982	z	98.75	93.75	96.875	96.09375	100	100	87.5	96.875	457	442.5	518.5	438	464	496.509	0	0	0	0	0	0	25	12.5	25	12.5	75	35	US	Male	12	Black or African American	No	No	NA	No
55f1c2aa32af74000b170065	z	83.75	87.5	46.875	95.3125	100	93.75	87.5	100	438	448.5	418	420.5	425	821.775	0	0	0	0	0	0	12.5	0	-12.5	0	0	39	US	Female	12	Multiple	No	No	NA	Not today
5607080ed7def20012b733c3	slash	93.75	97.5	90.625	96.875	93.75	96.875	100	96.875	493	513	530.5	486.5	500	754.31	0	0	0	0	0	0	25	25	25	25	100	28	US	Female	16	White	No	No	NA	NA
56210effed6e5a000ac7f3a5	slash	93.75	98.75	90.625	97.65625	100	96.875	96.875	96.875	529	512.5	554.5	536.5	533.5	1092.967	0	0	0	0	0	0	-25	25	0	-12.5	-12.5	39	US	Male	16	White	No	No	NA	NA
56279953ddff3c0005bcdba9	slash	88.75	91.25	65.625	96.09375	100	96.875	96.875	90.625	791.5	828.5	861	848	835.5	703.889	0	0	0	0	0	0	25	25	12.5	25	87.5	35	US	Female	18	White	No	No	NA	NA
5635d988dc62e5000bcb3eb2	slash	93.75	96.25	84.375	97.65625	100	96.875	100	93.75	482	528.5	517.5	552	530	549.658	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	32	US	Female	12	Multiple	No	No	NA	NA
56514c84715ff50011a43878	z	91.25	96.25	75	98.4375	100	96.875	96.875	100	371	408	387.5	387.5	388.5	494.098	0	0	0	0	0	0	-25	12.5	25	25	37.5	35	US	Female	12	White	No	No	NA	N/A
568eca7be3ef9e000ca208fc	z	100	87.5	100	92.1875	96.875	93.75	84.375	93.75	835	886.5	874.5	846.5	856	632.754	0	0	0	0	0	0	25	-25	25	25	50	27	US	Male	16	White	No	No	NA	My eyes glazed over very quickly. I took this test after work, so my eyes are tired.
56a38b45dbe850000cfd50c3	slash	98.75	97.5	93.75	99.21875	100	96.875	100	100	499.5	480	505	481.5	498	528.233	0	0	0	0	0	0	25	25	12.5	25	87.5	26	US	Male	16	Asian	No	No	NA	NA
56a40b90582971000c7b49b7	slash	86.25	91.25	84.375	89.84375	84.375	93.75	96.875	84.375	861	884.5	909	913.5	891.5	2446.422	0	0	0	0	0	0	25	25	-12.5	12.5	50	36	US	Male	16	Asian	No	No	NA	NA
56a93cf24020250005d62f2b	slash	98.75	96.25	90.625	99.21875	100	100	96.875	100	461	474	458	454	459	523.177	0	0	0	0	0	0	25	25	25	25	100	32	US	Female	16	White	No	No	NA	NA
56b8de29e1d0a200051517f8	z	100	96.25	90.625	100	100	100	100	100	813.5	781.5	801	824	801	669.833	0	0	0	0	0	0	-25	-25	-12.5	-12.5	-75	40	US	Female	16	Asian	No	No	NA	NA
56d0f57421cd29000a9737e4	slash	93.75	100	96.875	96.875	100	96.875	93.75	96.875	901.5	903.5	918	885.5	903	833.453	0	0	0	0	0	0	25	25	25	25	100	39	US	Male	16	White	No	No	NA	NA
56d39b96da2aaa000dab6178	z	98.75	92.5	87.5	97.65625	100	96.875	96.875	96.875	484.5	571	509	524	520	641.288	0	0	0	0	0	0	25	25	25	25	100	36	US	Male	16	Asian	No	No	NA	NA
56e2d87a0756b2000da6303d	z	96.25	97.5	87.5	99.21875	96.875	100	100	100	853	889	900.5	941	909	617.165	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	16	White	No	No	NA	I think the practice round was a bit too long.
56e77a8f38f932000a86e118	z	97.5	92.5	100	93.75	96.875	90.625	100	87.5	842.5	894.5	865.5	933.5	883	627	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	29	US	Female	18	White	No	No	NA	NA
56ec151f388e1d000a5924d0	z	97.5	86.25	87.5	92.96875	96.875	90.625	96.875	87.5	603.5	777.5	899	919	808	723.328	0	0	0	0	0	0	25	0	12.5	12.5	50	37	US	Female	12	White	No	No	NA	NA
56fa002e8425ef000b3a4276	z	87.5	86.25	53.125	95.3125	100	93.75	93.75	93.75	932.5	1000.5	994	996	981.5	1130.038	0	0	0	0	0	0	-25	-25	-25	-25	-100	34	US	Male	16	White	Yes	No	NA	thank you
56fc4404f758b80010affdbb	slash	96.25	97.5	87.5	99.21875	100	100	96.875	100	367	390	399.5	347	379.5	852.73	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	12	Black or African American	No	Not sure (please explain):	I think I did something similar to this where I had to use my right and/or left index finger depending on what I saw, as quickly and accurately as possible.	NA
570665aeac75a4000f94eddc	z	82.5	87.5	28.125	99.21875	100	100	96.875	100	322	283	319	328	313.5	943.873	0	0	0	0	0	0	-25	-25	-25	-25	-100	29	US	Male	12	Multiple	No	No	NA	NA
570b7b5fb9b52b00102d96f9	slash	98.75	97.5	96.875	98.4375	96.875	96.875	100	100	687.5	695.5	697.5	650	685	536.346	0	0	0	0	0	0	25	25	25	25	100	35	US	Female	14	White	No	No	NA	NA
571643bbcd6ea20009dbb6b0	z	100	98.75	96.875	100	100	100	100	100	897	931	1037.5	914.5	941	616.314	0	0	0	0	0	0	25	25	25	25	100	33	US	Female	16	White	No	No	NA	NA
5726570ef2a83f000f6aea6d	z	86.25	93.75	71.875	94.53125	96.875	93.75	90.625	96.875	500	590.5	479.5	497	509	732.418	0	0	0	0	0	0	-25	-25	-12.5	-12.5	-75	33	US	Male	16	Black or African American	No	No	NA	I accidentally used the > key for the first tests of the second round
575865ba7b74a80006de2689	slash	95	93.75	75	99.21875	100	100	96.875	100	490	420.5	562	533	488.5	898.086	0	0	0	0	0	0	25	25	25	25	100	30	US	Male	12	White	Yes	No	NA	No comment.
5781c15381f331000139a89e	slash	80	88.75	100	80.46875	81.25	93.75	84.375	62.5	1182.5	1234.5	1123.5	1388	1225	767.902	0	0	0	0	0	0	12.5	12.5	12.5	12.5	50	34	US	Female	16	White	No	No	NA	NA
5786d6076475d400015a959e	z	95	96.25	90.625	96.875	100	100	90.625	96.875	749	741.5	829.5	708	798.5	798.245	0	0	0	0	0	0	-25	-25	-25	-25	-100	37	US	Male	12	White	No	No	NA	NA
57901207c9abeb0001af353e	z	97.5	87.5	96.875	91.40625	100	100	78.125	87.5	525.5	500.5	563	560	533	667.76	0	0	0	0	0	0	25	25	25	25	100	34	US	Female	14	White	No	No	NA	NA
57d0a0bee3221e00015fe385	z	91.25	83.75	87.5	87.5	96.875	100	78.125	75	756.5	720.5	836.5	886	781.5	675.81	0	0	0	0	0	0	-25	-25	-25	-25	-100	38	US	Male	12	White	Yes	No	NA	inquisit is the devil
57d6dd8d6598aa000199188b	slash	96.25	92.5	93.75	94.53125	96.875	87.5	93.75	100	998	1043	998.5	990.5	1004	609.559	0	0	0	0	0	0	25	25	25	12.5	87.5	33	US	Female	16	Asian	No	No	NA	NA
57d714de813eb30001825ac4	slash	92.5	96.25	87.5	96.09375	100	93.75	90.625	100	531	523.5	545	494	520	785.21	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	38	US	Female	12	White	No	No	NA	NA
57ff0e138f420f00011a5d0e	slash	86.25	93.75	71.875	94.53125	100	90.625	90.625	96.875	393.5	389	454.5	392	402	537.896	0	0	0	0	0	0	25	25	0	-12.5	37.5	25	US	Female	16	White	Yes	No	NA	NA
580a494da38f4a00012ebfdc	slash	92.5	95	75	98.4375	96.875	100	96.875	100	610.5	580	580	559	582	1922.31	0	0	0	0	0	0	12.5	25	12.5	12.5	62.5	26	US	Male	12	White	No	No	NA	NA
581bd344930a280001062c90	slash	95	95	81.25	98.4375	100	93.75	100	100	764	909	780.5	773	814.5	716.092	0	0	0	0	0	0	25	25	25	25	100	39	US	Female	16	White	Yes	No	NA	NA
581d38509b5b8800014d507e	slash	82.5	86.25	62.5	89.84375	96.875	96.875	71.875	93.75	437.5	393	795.5	561	487.5	555.826	0	0	0	0	0	0	-25	0	0	-25	-50	39	US	Male	16	White	No	No	NA	NA
58211fc787f6b90001f13f90	slash	95	98.75	96.875	96.875	93.75	96.875	96.875	100	562	553.5	560	518	554	524.145	0	0	0	0	0	0	25	25	25	25	100	40	US	Male	16	White	No	No	NA	NA
5825e055e81ab100013f16ce	slash	87.5	90	62.5	95.3125	100	96.875	93.75	90.625	893.5	935.5	947	945.5	926	711.668	0	0	0	0	0	0	-25	-25	-25	-25	-100	29	US	Male	16	Multiple	No	No	NA	NA
582c71a66ef28c00019a1068	slash	92.5	96.25	87.5	96.09375	93.75	100	93.75	96.875	748	774.5	817	783	773	832.117	0	0	0	0	0	0	-25	-25	-12.5	-12.5	-75	34	US	Male	12	White	No	No	NA	NA
583748dafb65a0000128b059	slash	95	98.75	93.75	97.65625	96.875	100	96.875	96.875	606	678.5	687.5	549	600.5	642.514	0	0	0	0	0	0	-25	-25	-12.5	-25	-87.5	39	US	Male	16	American Indian or Alaska Native	Yes	No	NA	NA
58380cb9f1faf8000129673a	slash	98.75	98.75	96.875	99.21875	100	100	100	96.875	748.5	746.5	781.5	824.5	768	636.658	0	0	0	0	0	0	-25	-25	-25	-25	-100	28	US	Male	14	White	No	No	NA	NA
583c47973f1540000163f02b	slash	96.25	100	93.75	99.21875	100	100	96.875	100	697.5	719.5	822	760	741.5	814.939	0	0	0	0	0	0	25	25	25	25	100	35	US	Male	12	White	No	No	NA	NA
583f12f545073d0001fac52d	slash	83.75	80	9.375	100	100	100	100	100	73	74	80	91	78	382.375	1	0	1	0	0	1	25	25	25	25	100	36	US	Male	16	White	No	No	NA	NA
58935d5d4d77be0001689f14	z	87.5	91.25	71.875	93.75	100	96.875	81.25	96.875	557	643	915.5	813	713	513.857	0	0	0	0	0	0	-25	-25	-25	-12.5	-87.5	32	US	Male	14	White	No	No	NA	NA
58a43e029a17120001d910d5	slash	95	100	96.875	97.65625	100	93.75	96.875	100	531	572	614	584	578.5	673.097	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	39	US	Female	12	White	No	No	NA	NA
58dd769642b8e500017159d5	z	93.75	93.75	71.875	99.21875	96.875	100	100	100	563.5	514	599.5	562.5	556	1687.399	0	0	0	0	0	0	-25	-12.5	-12.5	-12.5	-62.5	25	US	Female	12	Black or African American	No	No	NA	NA
58f76757fb4d7500014af761	slash	93.75	98.75	100	95.3125	96.875	93.75	93.75	96.875	849	880.5	965.5	788.5	887	713.64	0	0	0	0	0	0	-25	12.5	-25	-25	-62.5	30	US	Female	16	White	No	No	NA	NA
59014ee029f42300013cc5b7	z	96.25	91.25	81.25	96.875	100	96.875	96.875	93.75	615	622	795.5	678	667	684.75	0	0	0	0	0	0	25	25	0	25	75	35	US	Female	14	White	Yes	No	NA	NA
5928b6414a05920001393ecf	z	86.25	93.75	87.5	90.625	84.375	87.5	93.75	96.875	718.5	723	635	614	678	769.208	0	0	0	0	0	0	25	25	25	25	100	31	US	Female	12	White	No	No	NA	Felt like I did better with my left hand even though I'm right handed
594936ad4152bf0001bfd5cd	z	100	100	100	100	100	100	100	100	833.5	829.5	854.5	784.5	835.5	787.818	0	0	0	0	0	0	25	12.5	25	25	87.5	29	US	Female	12	White	No	No	NA	NA
594a964c215cbd000146de75	z	96.25	95	96.875	95.3125	96.875	96.875	100	87.5	479.5	543	519	647.5	541	614.625	0	0	0	0	0	0	25	25	25	25	100	33	US	Female	16	American Indian or Alaska Native	Yes	No	NA	NA
594a969df0ea1b0001558178	z	93.75	96.25	87.5	96.875	100	96.875	93.75	96.875	511	537	528	525.5	525.5	586.217	0	0	0	0	0	0	-25	-25	-12.5	-25	-87.5	30	US	Male	18	White	No	No	NA	NA
594ad91fa6fb8200018f720c	slash	93.75	92.5	78.125	96.875	96.875	93.75	96.875	100	409	502.5	428.5	445.5	440.5	543.672	0	0	0	0	0	0	-25	-25	-25	-25	-100	23	US	Female	12	Multiple	No	No	NA	NA
594c13bdb9380200018809c9	z	91.25	87.5	56.25	97.65625	96.875	100	93.75	100	704	741	737.5	738.5	737	601.012	0	0	0	0	0	0	-25	0	0	0	-25	40	US	Male	12	White	No	No	NA	NA
594c1e5a9160cb00011d6474	slash	88.75	92.5	78.125	93.75	93.75	84.375	96.875	100	518	514	481.5	456	488.5	704.967	0	0	0	0	0	0	-25	-12.5	0	12.5	-25	30	US	Male	16	White	No	No	NA	NA
59598e604c20120001517c99	slash	72.5	88.75	62.5	85.15625	96.875	71.875	93.75	78.125	867.5	998.5	823.5	847.5	888	975.686	0	0	0	0	0	0	25	25	25	25	100	39	US	Male	12	White	No	No	NA	NA
595c5846faf83d0001494a68	z	95	95	87.5	96.875	96.875	100	96.875	93.75	667.5	537.5	593.5	555	586	577.164	0	0	0	0	0	0	-25	-25	-25	-25	-100	28	US	Male	16	White	No	No	NA	NA
596fea64a5c32a0001584755	z	95	80	96.875	85.15625	96.875	84.375	84.375	75	1056.5	1058.5	1116	1293	1098	700.419	0	0	0	0	0	0	25	12.5	25	12.5	75	30	US	Female	16	White	No	No	NA	NA
59715b4b50e2f000016fe00e	slash	80	80	3.125	99.21875	100	100	96.875	100	123.5	166	114.5	167	152	464.707	1	0	1	0	0	1	25	25	25	25	100	37	US	Male	16	White	No	No	NA	NA
597761dfd5ddf60001d14b20	slash	85	88.75	93.75	85.15625	100	100	75	65.625	530	521.5	738	866.5	633.5	686.2	0	0	0	0	0	0	-25	-25	-25	-25	-100	37	US	Male	16	Asian	No	No	NA	NA
59a07638bfd73c00010ea394	z	97.5	95	96.875	96.09375	96.875	90.625	96.875	100	838	815	837	837	837	531.234	0	0	0	0	0	0	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59b0106d834a170001d6061c	z	97.5	96.25	90.625	98.4375	100	96.875	96.875	100	873	866.5	880.5	766	845.5	676.087	0	0	0	0	0	0	-25	-25	-25	-25	-100	38	US	Female	16	White	No	NA	NA	NA
59d5c894c732930001d88b5e	slash	91.25	97.5	96.875	93.75	96.875	93.75	96.875	87.5	931	910	944	961.5	940	860.04	0	0	0	0	0	0	25	25	0	12.5	62.5	30	US	Male	16	White	Yes	No	NA	none
59d662aa0c0c7100015b9af6	z	98.75	96.25	96.875	97.65625	100	96.875	100	93.75	498	540	544.5	523	523	1606.912	0	0	0	0	0	0	25	25	25	25	100	40	US	Male	16	Asian	No	No	NA	NA
5a01e188ab721b0001ef7134	z	100	100	100	100	100	100	100	100	743.5	850	706	814.5	769.5	699.944	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	36	US	Male	14	White	No	No	NA	NA
5a04869ff2e3460001edad2e	z	93.75	93.75	75	98.4375	96.875	96.875	100	100	911.5	917	898	912	912.5	935.733	0	0	0	0	0	0	25	25	25	25	100	31	US	Male	12	White	No	No	NA	NA
5a348ea750833c0001ee9550	slash	98.75	93.75	81.25	100	100	100	100	100	511.5	489	496	486	496.5	663.315	0	0	0	0	0	0	25	0	-25	-25	-25	35	US	Female	16	White	No	No	NA	NA
5a35ecbf57d4450001236fd3	z	92.5	92.5	78.125	96.09375	96.875	90.625	96.875	100	881	865	873	916.5	884.5	635.485	0	0	0	0	0	0	-25	-25	-25	-25	-100	30	US	Male	18	Multiple	No	No	NA	NA
5a4aef0b56ec1100014a3e76	z	82.5	88.75	50	94.53125	93.75	100	93.75	90.625	698.5	690	886	876	794.5	736.355	0	0	0	0	0	0	-25	12.5	-25	-25	-62.5	32	US	Female	16	White	No	No	NA	NA
5a4c1ecaefd8df0001d34305	z	72.5	53.75	78.125	59.375	59.375	62.5	56.25	59.375	1270	1102	1060.5	939.5	1068	759.729	0	1	0	0	0	1	-25	-25	-12.5	-25	-87.5	30	US	Male	12	White	No	No	NA	NA
5a4c358dac413f0001e608b5	slash	83.75	81.25	25	96.875	100	100	93.75	93.75	552.5	462.5	522.5	511	509.5	520.474	0	0	0	0	0	0	-25	0	-25	-25	-75	37	US	Male	16	White	No	Yes	NA	NA
5a5e94a7eedc32000142cd08	z	90	95	84.375	94.53125	100	100	90.625	87.5	434.5	491	480	580	498	719.298	0	0	0	0	0	0	25	25	25	25	100	26	US	Male	12	White	No	No	NA	NA
5a6ff39ef660ae0001a9837e	slash	83.75	87.5	71.875	89.0625	87.5	100	90.625	78.125	582	558	570.5	560.5	569.5	1529.713	0	0	0	0	0	0	12.5	25	12.5	25	75	25	US	Female	12	White	No	No	NA	NA
5a776b5aae9a0b0001a9631d	z	100	90	93.75	95.3125	96.875	84.375	100	100	821.5	943	824	843	850	603.604	0	0	0	0	0	0	-25	25	-25	-25	-50	36	US	Male	16	White	No	Not sure (please explain):	Done many experiments similar to this, but not exact.	NA
5a78dbb9ae9a0b0001a97212	z	92.5	91.25	93.75	91.40625	96.875	93.75	78.125	96.875	846	823.5	955.5	857.5	856.5	677.646	0	0	0	0	0	0	25	25	25	25	100	35	US	Male	16	White	No	No	NA	NA
5a78e410ae9a0b0001a97274	z	97.5	90	78.125	97.65625	93.75	96.875	100	100	427	460.5	479.5	488.5	460.5	553.576	0	0	0	0	0	0	-12.5	12.5	-12.5	-12.5	-25	31	US	Female	14	White	No	No	NA	NA
5a7ab4c0f1408d0001761db7	slash	97.5	95	84.375	99.21875	100	100	96.875	100	384.5	379.5	384	364	380.5	631.04	0	0	0	0	0	0	25	25	25	25	100	24	US	Female	16	Asian	No	No	NA	NA
5a876665ae9a0b0001a9fbe3	slash	70	76.25	21.875	85.9375	96.875	96.875	81.25	68.75	745.5	765	837.5	943.5	784.5	599.257	0	0	0	0	0	0	-25	12.5	-25	-25	-62.5	34	US	Male	16	White	No	No	NA	I had trouble telling sometime sif one of the shapes qualified as one I should have pressed the button for, but I hope my contribution stil proved useful.
5a8ac2d8f49c9a0001f3ab34	slash	86.25	86.25	90.625	85.15625	93.75	78.125	87.5	81.25	712	969	847.5	857	836	750.632	0	0	0	0	0	0	-25	-25	-25	-25	-100	35	US	Female	12	Black or African American	No	No	NA	NA
5a94ca1a873cda0001dc7147	slash	88.75	96.25	96.875	91.40625	100	96.875	78.125	90.625	818	863	1043	865.5	876.5	694.143	0	0	0	0	0	0	25	12.5	12.5	12.5	62.5	32	US	Male	16	White	No	No	NA	NA
5a98b39b89de8200013ef94f	z	100	93.75	90.625	98.4375	100	93.75	100	100	1091.5	1056	989	1086	1060.5	687.745	0	0	0	0	0	0	25	25	25	25	100	25	US	Male	16	Black or African American	No	No	NA	NA
5a99f17035237b0001128ff2	slash	88.75	95	62.5	99.21875	100	96.875	100	100	750.5	766	796.5	753.5	759	961.812	0	0	0	0	0	0	-25	-12.5	-25	-25	-87.5	39	US	Female	18	White	No	No	NA	NA
5a9dd8b1873cda00010d18c5	slash	83.75	85	68.75	88.28125	90.625	93.75	81.25	87.5	433	482.5	513	514.5	486	837.938	0	0	0	0	0	0	25	12.5	25	12.5	75	28	US	Female	12	White	No	No	NA	NA
5aa3609e6475f90001a04905	slash	92.5	88.75	53.125	100	100	100	100	100	442	423.5	501	428.5	440	517.153	0	0	0	0	0	0	25	12.5	12.5	25	75	25	US	Female	14	White	No	Yes	NA	Thank you for the opportunity to participate.
5aa6e29435237b0001130d68	z	96.25	92.5	90.625	95.3125	100	93.75	87.5	100	553.5	549	587	603.5	571.5	618.215	0	0	0	0	0	0	-25	-25	-12.5	-25	-87.5	27	US	Female	18	Asian	No	No	NA	NA
5aadbe52811b2000016f7633	z	97.5	96.25	87.5	99.21875	100	96.875	100	100	402.5	478.5	448.5	409.5	425	823.573	0	0	0	0	0	0	-25	-25	-25	-25	-100	36	US	Male	18	White	No	No	NA	NA
5ab7c19e1667e40001d7cd93	z	96.25	92.5	75	99.21875	100	100	96.875	100	471	466	515	480.5	475	657.271	0	0	0	0	0	0	25	25	25	25	100	30	US	Female	16	White	No	No	NA	NA
5abe6156e1546900019bc55d	slash	86.25	92.5	87.5	89.84375	93.75	84.375	93.75	87.5	951	984	1089	1063.5	994	697.342	0	0	0	0	0	0	-25	-25	-25	-12.5	-87.5	29	US	Male	14	White	No	No	NA	NA
5ac4c730f69e940001d977e1	slash	93.75	95	100	92.96875	100	93.75	87.5	90.625	944	979.5	1099	1048	998	772.442	0	0	0	0	0	0	-25	-25	-25	-25	-100	28	US	Male	16	Black or African American	No	No	NA	NA
5ac5300f9534ba0001c7446b	slash	96.25	95	93.75	96.09375	100	100	96.875	87.5	426.5	460.5	664.5	554	503	621.306	0	0	0	0	0	0	-25	12.5	12.5	-25	-25	39	US	Male	16	White	No	No	NA	NA
5ac6ca185cd105000162499d	slash	96.25	93.75	84.375	97.65625	100	96.875	93.75	100	728.5	711	710.5	751	733.5	683.743	0	0	0	0	0	0	25	25	25	25	100	33	US	Female	21	White	No	No	NA	NA
5acb69b70527ba0001c25872	slash	78.75	77.5	68.75	80.46875	96.875	96.875	62.5	65.625	821.5	761.5	1271.5	1221.5	903.5	735.33	0	0	0	0	0	0	25	25	25	25	100	26	US	Female	8	White	No	No	NA	NA
5ad0f1934d061300011b0a4d	z	98.75	96.25	96.875	97.65625	96.875	100	93.75	100	905.5	954	992.5	944	939.5	668.468	0	0	0	0	0	0	25	25	12.5	25	87.5	28	US	Male	12	White	No	No	NA	NA
5ad7835e9c198c0001fad31a	slash	91.25	88.75	53.125	99.21875	100	100	100	96.875	960.5	969.5	940	940	945.5	832.392	0	0	0	0	0	0	25	25	25	25	100	34	US	Female	12	White	No	No	NA	NA
5adef850eb60400001539109	z	95	97.5	100	95.3125	93.75	87.5	100	100	809	725.5	746.5	800	773	649.331	0	0	0	0	0	0	25	25	25	25	100	25	US	Male	12	White	Yes	No	NA	NA
5adf3828dee8590001b05860	slash	82.5	80	9.375	99.21875	100	100	96.875	100	379.5	465	473	512	462.5	661.125	1	0	0	0	0	1	25	25	25	25	100	35	US	Male	16	White	No	No	NA	NA
5ae3a41d32ef52000131a531	slash	93.75	95	87.5	96.09375	96.875	96.875	100	90.625	814	852.5	830.5	922	851	729.752	0	0	0	0	0	0	25	0	0	0	25	24	US	Male	12	Black or African American	No	No	NA	NA
5ae7f99bd5ec5e000175f097	slash	97.5	97.5	90.625	99.21875	100	96.875	100	100	601.5	541.5	564	559	560.5	1236.007	0	0	0	0	0	0	-25	-12.5	0	-25	-62.5	40	US	Male	12	White	No	No	NA	NA
5aee513f3606ab0001b92b29	slash	95	96.25	93.75	96.09375	100	100	90.625	93.75	782.5	816	815	853.5	821	588.153	0	0	0	0	0	0	-25	25	-25	-25	-50	37	US	Male	12	White	No	No	NA	NA
5aee59100ccc2e000185937c	slash	95	97.5	90.625	97.65625	96.875	96.875	100	96.875	857	882.5	873.5	866	867.5	1056.266	0	0	0	0	0	0	25	25	12.5	12.5	75	35	US	Female	14	White	No	No	NA	NA
5af238825847970001e34baf	z	96.25	97.5	96.875	96.875	96.875	96.875	96.875	96.875	660	687.5	676	666.5	675	633.402	0	0	0	0	0	0	-25	-25	-25	-25	-100	22	US	Female	12	White	No	No	NA	NA
5af309960eca060001b15b47	slash	91.25	86.25	59.375	96.09375	96.875	90.625	100	96.875	467	499	496	516.5	499.5	732.525	0	0	0	0	0	0	-25	25	-25	-25	-50	25	US	Male	16	White	No	No	NA	NA
5af491b6222e4d0001877572	slash	91.25	91.25	62.5	98.4375	100	96.875	100	96.875	524.5	553.5	573.5	500	533.5	720.339	0	0	0	0	0	0	25	25	25	25	100	40	US	Female	16	White	No	No	NA	NA
5b066e00f58f8400018b0906	z	95	95	78.125	99.21875	100	100	96.875	100	388.5	375	459	449	411	1152.519	0	0	0	0	0	0	25	25	12.5	25	87.5	33	US	Male	12	White	No	No	NA	NA
5b0cb441444cef0001ca5fbd	z	78.75	77.5	9.375	95.3125	100	90.625	90.625	100	171	174	148.5	178.5	171.5	466.02	0	0	1	0	0	1	-25	25	-25	-12.5	-37.5	38	US	Male	14	Multiple	No	No	NA	NA
